buurt_idx,mean_distance,std_distance,mean_pct_100m,mean_pct_250m,mean_pct_500m,total_addresses,n_observations,percentage_met_herkomstland_buiten_europa,personenautos_per_huishouden,bevolkingsdichtheid_inwoners_per_km2,percentage_koopwoningen,buurtcode,gemiddeld_inkomen_per_inwoner,gemiddeld_inkomen_per_ontvanger,gemiddelde_woz_waarde,pct_huishoudens_laag_inkomen,pct_personen_laagste_40,pct_personen_hoogste_20,buurtnaam
0,,,,,,0,0,,,,,BU05189998,,,,,,,Buitenwater
1,3353.739755614291,1573.0596751789344,0.0,0.0,1.6918165197696946,1,36647,,,21.0,,BU05031600,,,,,,,De Bras
2,,,,,,0,0,,,,,BU05180170,,,,,,,Oostduinen
3,226.35265125319088,114.36935086078009,22.725626977899957,69.48297308584887,92.06721440930842,4088,36647,22.0,0.7,7900.0,,BU05180271,42.4,52.6,503.0,3.9,38.0,32.0,Belgisch Park
4,425.3771165757263,223.7423632655204,3.475103413748066,34.726817633110606,68.55512669786549,662,36647,21.0,0.9,2644.0,,BU05180373,65.5,80.1,712.0,4.1,34.7,38.4,Westbroekpark
5,734.6664557757299,164.7830694996273,0.885870522591757,13.653672176722653,19.790612275147687,676,36647,22.0,1.1,1006.0,,BU05180374,63.3,82.1,720.0,2.2,31.5,40.2,Duttendel
6,264.747322452122,120.35762013749338,9.704722525943971,53.52270692899483,92.5177732750103,774,36647,24.0,0.9,5779.0,,BU05180448,67.3,88.9,776.0,4.5,26.8,49.6,Nassaubuurt
7,495.49958822492647,192.09129680227275,2.344275734816719,19.635397775364478,54.46170442273288,1293,36647,28.0,0.8,7935.0,,BU05180475,51.0,64.2,491.0,3.5,25.9,43.7,Uilennest
8,344.24128400933904,315.177407148153,11.739645682896231,51.154643662223855,85.36674813980169,1803,36647,24.0,0.9,3767.0,,BU05180476,54.2,63.1,524.0,3.4,26.3,42.4,Duinzigt
9,508.05473791229196,144.89486190733902,2.9784995135305743,12.040499351917363,50.02548683186045,1758,36647,22.0,0.9,6378.0,,BU05180477,57.1,78.2,776.0,3.7,27.3,51.8,Waalsdorp
10,347.4153582281709,118.48268995259212,9.758602437338029,29.13238051113459,81.04196027805439,1136,36647,29.0,0.9,3500.0,,BU05180478,57.5,76.4,520.0,9.9,28.2,50.2,Arendsdorp
11,249.75689518617025,180.1074896055537,20.230342601404022,64.9038090239008,89.45659582390569,1084,36647,22.0,0.8,9551.0,,BU05180479,56.1,74.7,671.0,3.3,25.4,52.5,Van Hoytemastraat e.o.
12,284.22658731636056,119.88608459934593,10.783025206475495,47.395366279285525,90.4798536981863,3678,36647,26.0,0.7,7309.0,,BU05180546,59.6,72.5,639.0,5.1,32.7,37.5,Archipelbuurt
13,441.23348920766927,161.28715833035105,4.196286699629402,16.68839360492156,58.304363249379215,455,36647,25.0,1.0,746.0,,BU05180605,68.0,87.0,920.0,4.5,30.9,43.0,Van Stolkpark en Scheveningse Bosjes
14,213.26059556518388,101.4429212925631,16.45974987078722,69.53413076785093,96.35524669477947,1764,36647,16.0,0.6,10016.0,,BU05180701,33.3,40.2,331.0,5.7,41.4,20.8,Oud Scheveningen
15,216.07505275713132,77.90248883281168,15.381318315829867,70.49884669237356,96.53225745838242,2948,36647,18.0,0.8,5556.0,,BU05180702,36.6,44.8,372.0,3.4,38.5,24.6,Vissershaven
16,172.20914181137113,90.17660188629823,25.54498354787105,82.08732490529091,97.98195463945109,3146,36647,22.0,0.6,8795.0,,BU05180703,37.9,46.0,405.0,4.9,34.7,27.9,Scheveningen Badplaats
17,288.6599542064743,128.55059154131737,11.402826820397893,47.37453950416728,88.21692938347292,2213,36647,21.0,0.6,15034.0,,BU05180704,34.4,42.3,376.0,6.5,43.5,21.4,Visserijbuurt
18,254.5660664156867,104.68847498946936,7.434061828520404,56.81163126760253,94.9346148330623,940,36647,18.0,0.6,7060.0,,BU05180772,40.0,48.4,478.0,4.7,38.6,28.7,Rijslag
19,484.3948369820845,207.6925992848484,3.9601019208607657,23.27845114317041,57.40246601692099,2719,36647,11.0,0.7,6343.0,,BU05180800,28.6,35.8,331.0,4.1,42.4,16.1,Duindorp
20,223.15090971354843,78.77542124130669,14.552143253810513,67.22242245832172,95.84957941112606,5180,36647,24.0,0.7,10350.0,,BU05180907,54.2,70.9,674.0,4.6,31.1,41.2,Statenkwartier
21,233.7052669142446,91.8691526745803,15.001849615919932,62.6026627435807,95.17745625578776,2289,36647,18.0,0.7,14028.0,,BU05180908,33.7,41.9,391.0,3.8,37.6,23.0,Geuzenkwartier
22,253.65761190789073,86.44320351269033,5.5250541238480215,59.271270516392896,93.35156468891836,407,36647,23.0,1.0,835.0,,BU05181041,64.6,78.6,896.0,6.1,25.4,46.6,Zorgvliet
23,236.5893190333345,103.69193747621112,12.022409772095742,61.64976024694763,95.67350840242041,1634,36647,23.0,0.6,12965.0,,BU05181142,44.6,54.5,448.0,4.6,25.4,37.7,Stadhoudersplantsoen
24,208.94786908249083,84.61303159398014,18.831111923344263,69.0500968368512,96.85783808276054,3033,36647,24.0,0.6,13825.0,,BU05181143,51.1,63.9,554.0,4.0,28.8,41.2,Sweelinckplein e.o.
25,739.2131168698082,318.32275504016536,1.0839147057664262,7.685940640889204,25.143619160698382,1107,36647,15.0,0.9,8155.0,,BU05181250,41.5,50.1,491.0,1.2,27.4,35.1,Bloemenbuurt-West
26,359.01350122130043,127.22126644114236,4.435341793028558,33.93056326690881,77.67244815866839,3207,36647,19.0,0.7,10879.0,,BU05181251,37.6,46.3,391.0,2.8,30.4,30.7,Bloemenbuurt-Oost
27,229.90678677956168,79.24557331364389,16.695819686439187,60.38451527266089,96.6691524688852,3433,36647,22.0,0.6,11608.0,,BU05181252,37.0,45.6,396.0,4.1,33.7,29.7,Bomenbuurt
28,624.6176810234801,237.89488766490163,1.356782642166505,13.671269976492383,53.54932884916255,2076,36647,17.0,1.2,2050.0,,BU05181309,52.3,69.6,868.0,2.2,30.9,45.9,Vogelwijk
29,960.3386296428846,652.1395935838626,0.0,20.867036475408238,42.7888464851927,210,36647,20.0,0.9,824.0,,BU05181481,,,437.0,2.0,27.6,32.2,Bosjes van Pex
30,1297.940573296351,939.6612266556643,0.5320502584686994,9.075181245829208,31.423243957044246,2968,36647,20.0,0.7,5882.0,,BU05181492,39.1,44.3,361.0,2.6,33.9,25.9,Bohemen en Meer en Bos
31,1838.6013603290264,1381.0005447362873,0.030765261698216653,0.24848865217790372,20.876623908195388,550,36647,22.0,1.3,377.0,,BU05181590,52.6,63.7,566.0,3.3,32.2,38.2,Ockenburgh
32,1423.2634263222496,1221.1230663184795,5.651670435972,26.228891304628444,40.925957727898364,1002,36647,13.0,0.9,1628.0,,BU05181591,45.2,52.6,644.0,2.1,32.7,33.2,Kijkduin
33,2039.700344013261,1472.4728060651562,1.4896170760783773,6.389190165732954,20.307644589748307,3319,36647,25.0,1.1,3198.0,,BU05181697,41.0,54.6,526.0,4.5,30.4,34.2,Kraayenstein en Vroondaal
34,1440.6296626768728,1013.1396743245049,0.3940376704085652,0.4728452044902782,0.8710642220990444,201,36647,49.0,,190.0,,BU05181785,,,82.0,,,,Kerketuinen en Zichtenburg
35,1105.473369664892,874.4265615918987,2.785200553096214,15.058884443480144,40.41422246956278,5534,36647,31.0,0.8,8913.0,,BU05181786,30.0,37.1,338.0,3.6,39.2,17.8,Houtwijk
36,1445.9778951163896,1295.1181474594036,2.65507774080554,16.050620070958253,41.93341703096936,2997,36647,21.0,0.6,11049.0,,BU05181795,29.3,34.2,252.0,3.6,42.5,12.4,Kom Loosduinen
37,1431.313398966308,1275.466004756918,0.0,8.271901342789661,46.98367223827088,1194,36647,31.0,0.6,9895.0,,BU05181806,28.0,33.5,253.0,5.1,46.0,12.7,Waldeck-Zuid
38,1295.7645536882428,897.4665009019099,0.0,0.7866639459266415,22.6009917307295,3640,36647,32.0,0.7,11952.0,,BU05181840,24.9,31.2,270.0,6.0,48.6,10.0,Nieuw Waldeck
39,987.688478188055,506.7553386227019,4.767921659689924,7.323200625790196,18.716941342359092,1995,36647,25.0,0.6,6593.0,,BU05181882,33.6,38.4,302.0,4.1,38.6,18.3,Rosenburg
40,1175.9780095403316,856.333598749765,0.8561819755405063,14.486655192244623,35.56605201139928,1166,36647,19.0,0.7,12360.0,,BU05181893,39.8,45.7,384.0,1.4,27.9,27.7,Componistenbuurt
41,1408.6885518771003,1273.9237393968715,4.489770117733706,27.885311963405893,45.11915690559299,2180,36647,21.0,0.7,9393.0,,BU05181894,35.1,38.3,278.0,2.4,35.4,17.0,Waldeck-Noord
42,711.825239194889,364.8461421752166,1.811410504939447,11.662100905055878,44.309076378659086,3202,36647,17.0,0.8,13543.0,,BU05181953,39.2,49.2,441.0,1.9,28.8,34.9,Vruchtenbuurt
43,754.1394176362161,379.7715541043798,0.6859760687747878,9.425370909818419,39.567553024185365,1314,36647,19.0,0.7,5285.0,,BU05181983,36.4,43.9,370.0,2.2,30.2,29.1,Eykenduinen
44,264.5421133094545,100.61724839635252,10.63974928192304,52.7782606568625,92.57490420761792,3794,36647,30.0,0.5,16798.0,,BU05182054,30.2,36.9,283.0,4.6,38.5,18.3,Heesterbuurt
45,180.78481252065453,73.23360894503601,23.165081867184817,79.7540948877861,98.2447640248838,6025,36647,34.0,0.5,17873.0,,BU05182055,33.7,40.4,316.0,5.6,36.1,22.2,Valkenboskwartier
46,256.40991293107567,104.95501686862106,12.692892482934864,57.58419118844534,91.9102355649829,3491,36647,43.0,0.5,13549.0,,BU05182110,31.8,38.4,293.0,6.7,39.2,19.6,Rond de Energiecentrale
